,drug_name,drug_id,disease_name,disease_id
3856,dirithromycin,CHEBI:474014,pneumonia,MONDO:0005249
3857,clarithromycin,CHEBI:3732,Infective otitis media,UMLS:C0729586
3858,sulfisoxazole,CHEBI:102484,Acute otitis media,HP:0000371
3859,aripiprazole,CHEBI:31236,schizophrenia,MONDO:0005090
3860,prednisone,CHEBI:8382,autoimmune disease,MONDO:0007179
3861,oxytocin,CHEBI:7872,Incomplete spontaneous abortion,UMLS:C0000810
3862,cefepime,CHEBI:478164,Pneumonia caused by Pseudomonas,UMLS:C0155860
3863,estetrol,CHEBI:142773,Oral contraception,UMLS:C0029151
3864,nevirapine,CHEBI:63613,HIV infectious disease,MONDO:0005109
3865,tadalafil,CHEBI:71940,benign prostatic hyperplasia,MONDO:0010811
3866,azithromycin,CHEBI:2955,Acute gonococcal urethritis,UMLS:C0275652
3867,cefuroxime,CHEBI:3515,Acute bacterial sinusitis,UMLS:C0275556
3868,prednisone,CHEBI:8382,angioedema,MONDO:0010481
3869,benzoic acid,CHEBI:30746,Morphea,HP:0012344
3870,levofloxacin,CHEBI:63598,Klebsiella cystitis,UMLS:C0520775
3871,edoxaban,CHEBI:85973,Ischemic stroke,HP:0002140
3872,cephalexin,CHEBI:3534,streptococcal pneumonia,MONDO:0005972
3873,fluoxymesterone,CHEBI:5120,eunuchism,MONDO:0005758
3874,nifedipine,CHEBI:7565,Prinzmetal angina,MONDO:0006021
3875,spectinomycin,CHEBI:9215,Acute gonococcal urethritis,UMLS:C0275652
3876,tiquizium,CHEBI:145714,Abdominal pain,HP:0002027
3877,piperacillin,CHEBI:8232,rhinoscleroma,MONDO:0005945
3878,chloroquine,CHEBI:3638,systemic lupus erythematosus,MONDO:0007915
3879,ofloxacin,CHEBI:194135,Acute Moraxella catarrhalis bronchitis,UMLS:C0339932
3880,azlocillin,CHEBI:2956,arthropathy,MONDO:0006816
3881,demeclocycline,UNII:5R5W9ICI6O,sinusitis,MONDO:0005961
3882,ofloxacin,CHEBI:194135,staphylococcus aureus infection,MONDO:0005545
3883,mianserin,CHEBI:51137,major depressive disorder,MONDO:0002009
3884,trametinib,CHEBI:75998,metastatic melanoma,MONDO:0005191
3885,cefotaxime,CHEBI:94427,streptococcal meningitis,MONDO:0001316
3886,desonide,CHEBI:204734,contact dermatitis,MONDO:0005480
3887,aripiprazole,CHEBI:31236,autism spectrum disorder,MONDO:0005258
3888,tazobactam,CHEBI:9421,Acute pyelonephritis caused by bacterium,UMLS:C2062473
3889,ramipril,CHEBI:8774,Left ventricular cardiac dysfunction,UMLS:C1997351
3890,ciprofloxacin,CHEBI:100241,Acute bacterial bronchitis,UMLS:C0339933
3891,ticarcillin,CHEBI:9587,Bacterial sepsis,UMLS:C0684256
3892,ofloxacin,CHEBI:194135,arthropathy,MONDO:0006816
3893,risperidone,CHEBI:8871,schizophrenia,MONDO:0005090
3894,fluocinolone acetonide,CHEBI:5108,primary cutaneous T-cell non-Hodgkin lymphoma,MONDO:0000607
3895,lofexidine,CHEBI:51368,Opioid withdrawal,UMLS:C0029104
3896,prednisolone,CHEBI:8378,eosinophilic pneumonia,MONDO:0005749
3897,ergocalciferol,CHEBI:28934,osteoporosis,MONDO:0005298
3898,lamotrigine,CHEBI:6367,Lennox-Gastaut syndrome,MONDO:0016532
3899,propranolol,CHEBI:8499,Ulcerated hemangioma,UMLS:C3888500
3900,ampicillin,CHEBI:28971,Streptococcal tonsillitis,UMLS:C0275804
3901,dextromethorphan,CHEBI:4470,Flu-Like Symptoms,NCIT:C78302
3902,clavulanic acid,CHEBI:48947,streptococcal pneumonia,MONDO:0005972
3903,tacalcitol,CHEBI:32176,Chronic small plaque psoriasis,UMLS:C0406317
3904,levofolinic acid,CHEBI:63606,Reduced blood folate concentration,HP:0100507
3905,zanamivir,CHEBI:50663,influenza,MONDO:0005812
3906,letrozole,CHEBI:6413,polycystic ovary syndrome,MONDO:0008487
3907,oritavancin,CHEBI:82699,Staphylococcal Skin Infections,UMLS:C0038166
3908,amphotericin B,CHEBI:2682,fungal meningitis,MONDO:0006764
3909,ibuprofen,CHEBI:5855,Pain,HP:0012531
3910,cefamandole,CHEBI:3480,Bacterial urinary infection,UMLS:C0729524
3911,fytic acid,CHEBI:187038,vulva cancer,MONDO:0001528
3912,paclitaxel,CHEBI:45863,ovarian cancer,MONDO:0008170
3913,medroxyprogesterone,CHEBI:6715,Metrorrhagia,HP:0100608
3914,amoxicillin,CHEBI:2676,Staphylococcal pharyngitis,UMLS:C0275794
3915,fluoxetine,CHEBI:5118,bipolar disorder,MONDO:0004985
3916,lansoprazole,CHEBI:6375,peptic ulcer disease,MONDO:0004247
3917,nintedanib,UNII:G6HRD2P839,interstitial lung disease 2,MONDO:0800029
3918,hydrochlorothiazide,CHEBI:5778,hypertensive disorder,MONDO:0005044
3919,paromomycin,CHEBI:7934,Acute amebiasis,UMLS:C0152499
3920,mannitol,CHEBI:16899,cystic fibrosis,MONDO:0009061
3921,naloxone,CHEBI:7459,Pain,HP:0012531
3922,flavoxate,CHEBI:5088,Dysuria,HP:0100518
3923,rofecoxib,CHEBI:8887,rheumatoid arthritis,MONDO:0008383
3924,betamethasone,CHEBI:3077,dermatophytosis of groin and perianal area,MONDO:0001405
3925,captopril,CHEBI:3380,diabetic kidney disease,MONDO:0005016
3926,chlophedianol,CHEBI:135207,rhinitis,MONDO:0003014
3927,demeclocycline,UNII:5R5W9ICI6O,Klebsiella cystitis,UMLS:C0520775
3928,cyclophosphamide,CHEBI:4027,classic Hodgkin lymphoma,MONDO:0009348
3929,mercaptopurine,PUBCHEM.COMPOUND:667490,acute lymphoblastic leukemia,MONDO:0004967
3930,zinc acetate,PUBCHEM.COMPOUND:11192,Wilson disease,MONDO:0010200
3931,chlordiazepoxide,CHEBI:3611,irritable bowel syndrome,MONDO:0005052
3932,amoxicillin,CHEBI:2676,Bacterial otitis media,UMLS:C1698510
3933,everolimus,CHEBI:68478,angiomyolipoma,MONDO:0002603
3934,promazine,CHEBI:8459,Sneeze,HP:0025095
3935,amphotericin B,CHEBI:2682,Candidal meningitis,UMLS:C0153256
3936,primaquine,CHEBI:8405,Plasmodium vivax malaria,MONDO:0005921
3937,ciclopirox,CHEBI:453011,pityriasis simplex,MONDO:0024343
3938,demeclocycline,UNII:5R5W9ICI6O,relapsing fever,MONDO:0019633
3939,pravastatin,CHEBI:63618,hypertriglyceridemia,MONDO:0005347
3940,doxylamine,CHEBI:51380,Pruritus,HP:0000989
3941,phentolamine,CHEBI:8081,peripheral vascular disease,MONDO:0005294
3942,benzoic acid,CHEBI:30746,pemphigus,MONDO:0006594
3943,dutasteride,CHEBI:521033,benign prostatic hyperplasia,MONDO:0010811
3944,foscarbidopa,CHEBI:192511,Parkinson disease,MONDO:0005180
3945,desonide,CHEBI:204734,Pruritus Ani,UMLS:C0033775
3946,roflumilast,CHEBI:47657,Severe chronic obstructive pulmonary disease,UMLS:C0730607
3947,histrelin,CHEBI:5739,precocious puberty,MONDO:0000088
3948,tetracycline,CHEBI:27902,trachoma,MONDO:0001249
3949,norfloxacin,CHEBI:100246,acute gonococcal endometritis,MONDO:0004264
3950,furosemide,CHEBI:47426,Decompensated cardiac failure,UMLS:C0581377
3951,ethotoin,CHEBI:4888,epilepsy with generalized tonic-clonic seizures,MONDO:0005754
3952,sitagliptin,CHEBI:40237,type 2 diabetes mellitus,MONDO:0005148
3953,lumiracoxib,CHEBI:73044,osteoarthritis,MONDO:0005178
3954,nitroglycerin,CHEBI:28787,Perioperative hypertension,UMLS:C3661921
3955,tizanidine,CHEBI:63629,Muscle spasticity of spinal origin,UMLS:C1562430
3956,daunorubicin,CHEBI:41977,acute lymphoblastic leukemia,MONDO:0004967
3957,trofinetide,CHEBI:229599,Rett syndrome,MONDO:0010726
3958,sulindac,CHEBI:9352,bursitis,MONDO:0002471
3959,progesterone,CHEBI:17026,Secondary amenorrhea,HP:0000869
3960,azacitidine,CHEBI:2038,chronic myelomonocytic leukemia,MONDO:0020311
3961,clavulanic acid,CHEBI:48947,escherichia coli infection,MONDO:0020920
3962,triamcinolone,CHEBI:9667,congenital adrenal hyperplasia,MONDO:0018479
3963,cefixime,CHEBI:93248,Acute otitis media,HP:0000371
3964,fluoxymesterone,CHEBI:5120,Hormone receptor positive malignant neoplasm of breast,UMLS:C1562029
3965,cyclophosphamide,CHEBI:4027,neuroblastoma,MONDO:0005072
3966,emedastine,CHEBI:4779,Pruritus,HP:0000989
3967,tinidazole,CHEBI:63627,"Liver Abscess, Amebic",UMLS:C0023886
3968,calcipotriol,CHEBI:50749,Chronic small plaque psoriasis,UMLS:C0406317
3969,guaiacol,CHEBI:28591,Rhinorrhea,HP:0031417
3970,methylprednisolone,CHEBI:6888,follicular lymphoma,MONDO:0018906
3971,menatetrenone,CHEBI:78277,hemorrhagic disease of newborn,MONDO:0006784
3972,amoxicillin,CHEBI:2676,Haemophilus influenzae pneumonia,UMLS:C0276026
3973,mestranol,CHEBI:6784,Menorrhagia,HP:0000132
3974,lansoprazole,CHEBI:6375,Zollinger-Ellison syndrome,MONDO:0019610
3975,tranilast,CHEBI:77572,"dermatitis, atopic",MONDO:0011292
3976,trimethoprim,CHEBI:45924,bacterial conjunctivitis,MONDO:0006668
3977,(-)-menthol,CHEBI:15409,pityriasis versicolor,MONDO:0005915
3978,ciprofloxacin,CHEBI:100241,Acute Moraxella catarrhalis bronchitis,UMLS:C0339932
3979,diclofenamide,CHEBI:101085,angle-closure glaucoma,MONDO:0001744
3980,ofloxacin,CHEBI:194135,Urinary tract infection caused by Klebsiella,UMLS:C4076057
3981,amikacin,CHEBI:2637,arthropathy,MONDO:0006816
3982,aripiprazole,CHEBI:31236,manic bipolar affective disorder,MONDO:0024612
3983,thalidomide,CHEBI:74947,POEMS syndrome,MONDO:0017364
3984,(-)-noradrenaline,CHEBI:18357,pulmonary emphysema,MONDO:0004849
3985,methapyrilene,CHEBI:6820,familial dermatographia,MONDO:0007448
3986,midazolam,CHEBI:6931,Agitation,HP:0000713
3987,chlorambucil,CHEBI:28830,classic Hodgkin lymphoma,MONDO:0009348
3988,pseudoephedrine,CHEBI:51209,vasomotor rhinitis,MONDO:0006004
3989,clorazepate,CHEBI:3761,alcohol withdrawal,MONDO:0005433
3990,prednisolone,CHEBI:8378,ulcerative colitis,MONDO:0005101
3991,cefixime,CHEBI:93248,Bacterial otitis media,UMLS:C1698510
3992,lenvatinib,CHEBI:85994,thyroid gland follicular carcinoma,MONDO:0005034
3993,quinestrol,CHEBI:8716,postmenopausal atrophic vaginitis,MONDO:0001410
3994,cefapirin,CHEBI:554446,Bacterial sepsis,UMLS:C0684256
3995,zolpidem,CHEBI:10125,insomnia,MONDO:0013600
3996,codeine,CHEBI:16714,Rhinorrhea,HP:0031417
3997,ofloxacin,CHEBI:194135,acute maxillary sinusitis,MONDO:0002186
3998,ciprofloxacin,CHEBI:100241,otitis externa,MONDO:0004795
3999,naratriptan,CHEBI:7478,migraine disorder,MONDO:0005277
4000,plerixafor,CHEBI:125354,Solid carcinoma,UMLS:C0334296
4001,levofloxacin,CHEBI:63598,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
4002,mesoridazine,CHEBI:6780,schizophrenia,MONDO:0005090
4003,medroxyprogesterone,CHEBI:6715,postmenopausal atrophic vaginitis,MONDO:0001410
4004,prednisolone,CHEBI:8378,rheumatic heart disease,MONDO:0006955
4005,ciprofloxacin,CHEBI:100241,Pneumonia caused by Pseudomonas,UMLS:C0155860
4006,triamcinolone,CHEBI:9667,contact dermatitis,MONDO:0005480
4007,theophylline,CHEBI:28177,lung disorder,MONDO:0005275
4008,nicotine,CHEBI:17688,pellagra,MONDO:0019975
4009,tetracycline,CHEBI:27902,relapsing fever,MONDO:0019633
4010,triamcinolone,CHEBI:9667,autoimmune hemolytic anemia,MONDO:0020108
4011,cefamandole,CHEBI:3480,Bacterial sepsis,UMLS:C0684256
4012,mepyramine,CHEBI:6762,common cold,MONDO:0005709
4013,aciclovir,CHEBI:2453,herpes labialis,MONDO:0043653
4014,ceftizoxime,CHEBI:553473,Proteus urinary tract infection,UMLS:C0577709
4015,sildenafil,CHEBI:9139,pulmonary arterial hypertension,MONDO:0015924
4016,ofloxacin,CHEBI:194135,chronic tubotympanic suppurative otitis media,MONDO:0001964
4017,methamphetamine,CHEBI:6809,obesity disorder,MONDO:0011122
4018,ibrutinib,CHEBI:76612,marginal zone lymphoma,MONDO:0017604
4019,sodium bicarbonate,PUBCHEM.COMPOUND:516892,Upper gastrointestinal hemorrhage,UMLS:C0041909
4020,sodium thiosalicylate,CHEBI:59124,rheumatic fever,MONDO:0017767
4021,ofloxacin,CHEBI:194135,Proteus urinary tract infection,UMLS:C0577709
4022,mometasone,CHEBI:6970,intrinsic asthma,MONDO:0004765
4023,desonide,CHEBI:204734,otitis externa,MONDO:0004795
4024,cytarabine,CHEBI:28680,acute lymphoblastic leukemia,MONDO:0004967
4025,terbutaline,CHEBI:9449,Pruritus,HP:0000989
4026,bromocriptine,CHEBI:3181,acromegaly,MONDO:0019933
4027,clobetasol propionate,CHEBI:31414,Nummular eczema,HP:0033120
4028,darifenacin,CHEBI:391960,overactive bladder,MONDO:0006624
4029,methdilazine,CHEBI:6823,Nasal congestion,HP:0001742
4030,minocycline,CHEBI:50694,gonorrhea,MONDO:0004277
4031,loteprednol etabonate,CHEBI:31784,uveitis,MONDO:0020283
4032,betamethasone,CHEBI:3077,asthma,MONDO:0004979
4033,levofloxacin,CHEBI:63598,Group A Streptococcal Infections,UMLS:C0554628
4034,ceftriaxone,CHEBI:29007,Group A Streptococcal Infections,UMLS:C0554628
4035,niraparib,CHEBI:176844,Carcinoma in situ of fallopian tube,UMLS:C0347176
4036,phenylephrine,CHEBI:8093,Sneeze,HP:0025095
4037,amcinonide,CHEBI:31199,Psoriasis of scalp,UMLS:C0406326
4038,diazoxide,CHEBI:4495,hyperinsulinism,MONDO:0002177
4039,isotretinoin,CHEBI:6067,hypertensive disorder,MONDO:0005044
4040,diltiazem,CHEBI:101278,hypertensive disorder,MONDO:0005044
4041,etodolac,CHEBI:4909,Pain,HP:0012531
4042,ceftriaxone,CHEBI:29007,Acute gonococcal urethritis,UMLS:C0275652
4043,norfloxacin,CHEBI:100246,Mycoplasma pneumoniae pneumonia,MONDO:0005867
4044,mannitol,CHEBI:16899,brain edema,MONDO:0006684
4045,ceftriaxone,CHEBI:29007,Escherichia coli meningitis,MONDO:0006753
4046,doxycycline,PUBCHEM.COMPOUND:54671203,yaws,MONDO:0006019
4047,warfarin,CHEBI:10033,thrombotic disease,MONDO:0000831
4048,doxycycline,PUBCHEM.COMPOUND:54671203,anthrax infection,MONDO:0005119
4049,thiopental,CHEBI:102166,epilepsy,MONDO:0005027
4050,norfloxacin,CHEBI:100246,pyelonephritis,MONDO:0006939
4051,succinic acid,CHEBI:15741,iron deficiency anemia,MONDO:0001356
4052,azithromycin,CHEBI:2955,Pelvic inflammatory disease caused by Metamycoplasma hominis,UMLS:C1261256
4053,ceftizoxime,CHEBI:553473,Bacterial sepsis,UMLS:C0684256
4054,lithium carbonate,PUBCHEM.COMPOUND:11125,Fever,HP:0001945
4055,fluorometholone,CHEBI:31625,corneal ulcer,MONDO:0004577
4056,D-serine,CHEBI:16523,Acute tuberculosis,UMLS:C0275959
4057,chlorpromazine,CHEBI:3647,schizophrenia,MONDO:0005090
4058,benzocaine,CHEBI:116735,tinea pedis,MONDO:0005984
4059,estradiol valerate,CHEBI:16469,Menopausal syndrome,UMLS:C0025319
4060,brompheniramine,CHEBI:3183,Pruritus,HP:0000989
4061,minocycline,CHEBI:50694,pneumonia,MONDO:0005249
4062,ceftizoxime,CHEBI:553473,Enterobacteriaceae Infections,UMLS:C0014347
4063,pregabalin,CHEBI:64356,fibromyalgia,MONDO:0005546
4064,imipenem,CHEBI:471744,arthropathy,MONDO:0006816
4065,haloperidol,CHEBI:5613,schizophrenia,MONDO:0005090
4066,mefloquine,CHEBI:63609,Plasmodium vivax malaria,MONDO:0005921
4067,fenofibrate,CHEBI:5001,"hyperlipidemia, familial combined, LPL related",MONDO:0007759
4068,chloroquine,CHEBI:3638,Plasmodium vivax malaria,MONDO:0005921
4069,chlorpheniramine,CHEBI:52010,Pruritus,HP:0000989
4070,minocycline,CHEBI:50694,anthrax infection,MONDO:0005119
4071,cabozantinib,CHEBI:72317,Metastatic Renal Cell Cancer,UMLS:C0278678
4072,ethosuximide,CHEBI:4887,absence epilepsy,MONDO:0850093
4073,prednisolone,CHEBI:8378,uveitis,MONDO:0020283
4074,ivermectin,CHEBI:63941,strongyloidiasis,MONDO:0005974
4075,cortisol,CHEBI:5783,angioedema,MONDO:0010481
4076,trospium,UNII:T4Y8ORK057,overactive bladder,MONDO:0006624
4077,prednisone,CHEBI:8382,idiopathic acute eosinophilic pneumonia,MONDO:0019122
4078,methylprednisolone,CHEBI:6888,seborrheic dermatitis,MONDO:0006608
4079,aminoglutethimide,CHEBI:2654,Secondary malignant neoplasm of female breast,UMLS:C0346993
4080,dexpanthenol,CHEBI:27373,skin disorder,MONDO:0005093
4081,cefpodoxime,CHEBI:3504,Acute bacterial bronchitis,UMLS:C0339933
4082,triamcinolone,CHEBI:9667,adrenocortical insufficiency,MONDO:0000004
4083,ampicillin,CHEBI:28971,Infective otitis media,UMLS:C0729586
4084,cefamandole,CHEBI:3480,Proteus pneumonia,UMLS:C1260917
4085,cefoxitin,CHEBI:209807,Bacterial infection caused by Klebsiella pneumoniae,UMLS:C0343402
4086,formoterol,CHEBI:5147,pulmonary emphysema,MONDO:0004849
4087,boceprevir,CHEBI:68621,chronic hepatitis C virus infection,MONDO:0005354
4088,betamethasone,CHEBI:3077,adrenogenital syndrome,MONDO:0015898
4089,cefuroxime,CHEBI:3515,Lyme disease,MONDO:0019632
4090,zinc acetate,PUBCHEM.COMPOUND:11192,Rectal Pain,NCIT:C78587
4091,cefaclor,CHEBI:3478,Upper Respiratory Infections,UMLS:C0041912
4092,progesterone,CHEBI:17026,Hot flashes,HP:0031217
4093,cortisol,CHEBI:5783,Psoriasis of scalp,UMLS:C0406326
4094,metronidazole,CHEBI:6909,peritonitis,MONDO:0004522
4095,prednisone,CHEBI:8382,classic Hodgkin lymphoma,MONDO:0009348
4096,ranitidine,CHEBI:8776,Zollinger-Ellison syndrome,MONDO:0019610
4097,imipenem,CHEBI:471744,peritonitis,MONDO:0004522
4098,plerixafor,CHEBI:125354,plasma cell myeloma,MONDO:0009693
4099,mefenamic acid,CHEBI:6717,Dysmenorrhea,HP:0100607
4100,betamethasone,CHEBI:3077,Lichen Simplex Chronicus,UMLS:C0149922
4101,azathioprine,CHEBI:2948,autoimmune thrombocytopenia,MONDO:0019098
4102,ciprofloxacin,CHEBI:100241,Abdominal Infection,UMLS:C1112209
4103,tramadol,CHEBI:75722,osteoarthritis,MONDO:0005178
4104,hydroxychloroquine,CHEBI:5801,Plasmodium malariae malaria,MONDO:0001943
4105,teicoplanin,CHEBI:29687,staphylococcal infection,MONDO:0024313
4106,temozolomide,CHEBI:72564,anaplastic astrocytoma,MONDO:0016684
4107,azithromycin,CHEBI:2955,Acute bacterial bronchitis,UMLS:C0339933
4108,desoximetasone,CHEBI:691037,Pruritus Ani,UMLS:C0033775
4109,cefpodoxime,CHEBI:3504,Streptococcal tonsillitis,UMLS:C0275804
4110,methyltestosterone,CHEBI:27436,Hot flashes,HP:0031217
4111,sulfamethoxazole,CHEBI:9332,inclusion conjunctivitis,MONDO:0005808
4112,cortisol,CHEBI:5783,Lichen Simplex Chronicus,UMLS:C0149922
4113,triprolidine,CHEBI:84116,allergic rhinitis,MONDO:0011786
4114,triamcinolone,CHEBI:9667,adrenogenital syndrome,MONDO:0015898
4115,vilazodone,CHEBI:70707,major depressive disorder,MONDO:0002009
4116,mepyramine,CHEBI:6762,Sneeze,HP:0025095
4117,cortisol,CHEBI:5783,Corneal Abrasions,UMLS:C0010032
4118,streptomycin,CHEBI:17076,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
4119,cefdinir,CHEBI:3485,Acute bacterial sinusitis,UMLS:C0275556
4120,sulfamethoxazole,CHEBI:9332,Haemophilus influenzae otitis media,UMLS:C0276027
4121,desoximetasone,CHEBI:691037,exanthem,MONDO:0006547
4122,betamethasone,CHEBI:3077,eye disorder,MONDO:0005328
4123,minocycline,CHEBI:50694,Fusospirochetal pharyngitis,UMLS:C1318559
4124,vilanterol,CHEBI:75037,asthma,MONDO:0004979
4125,cortisol,CHEBI:5783,psoriasis,MONDO:0005083
4126,cefpodoxime,CHEBI:3504,Bacterial otitis media,UMLS:C1698510
4127,norfloxacin,CHEBI:100246,typhoid fever,MONDO:0005619
4128,magnesium oxide,CHEBI:31794,Incomplete passage of stool,UMLS:C0426639
4129,cefotetan,PUBCHEM.COMPOUND:53024,Recurrent lower respiratory tract infections,HP:0002783
4130,methylprednisolone,CHEBI:6888,chronic beryllium disease,MONDO:0015274
4131,zinc acetate,PUBCHEM.COMPOUND:11192,Burn injury,UMLS:C0006434
4132,dicumarol,CHEBI:4513,myocardial infarction,MONDO:0005068
4133,lenvatinib,CHEBI:85994,renal cell carcinoma,MONDO:0005086
4134,cefonicid,CHEBI:3491,Recurrent lower respiratory tract infections,HP:0002783
4135,hydroflumethiazide,CHEBI:5784,Edema,HP:0000969
4136,doxycycline,PUBCHEM.COMPOUND:54671203,brucellosis,MONDO:0005683
4137,chlorpheniramine,CHEBI:52010,vasomotor rhinitis,MONDO:0006004
4138,cefazolin,CHEBI:474053,staphylococcal pneumonia,MONDO:0005970
4139,metronidazole,CHEBI:6909,Acute amebiasis,UMLS:C0152499
4140,oxacillin,CHEBI:7809,Acute bacterial sinusitis,UMLS:C0275556
4141,clarithromycin,CHEBI:3732,bacterial pneumonia,MONDO:0004652
4142,tolmetin,CHEBI:71941,rheumatoid arthritis,MONDO:0008383
4143,duloxetine,CHEBI:36795,female stress incontinence,MONDO:0004160
4144,ticarcillin,CHEBI:9587,Klebsiella cystitis,UMLS:C0520775
4145,aciclovir,CHEBI:2453,Herpes simplex infection of skin,UMLS:C0349719
4146,prednisone,CHEBI:8382,dermatitis herpetiformis,MONDO:0015614
4147,temoporfin,UNII:FU21S769PF,squamous cell carcinoma,MONDO:0005096
4148,imatinib,CHEBI:45783,"Leukemia, Myeloid, Chronic-Phase",UMLS:C0023474
4149,eptifibatide,CHEBI:291902,Non-Q wave myocardial infarction,UMLS:C0542269
4150,prednisolone,CHEBI:8378,Punctate keratopathy,UMLS:C0423234
4151,aztreonam,CHEBI:94511,Sepsis caused by Gram negative bacteria,UMLS:C3163829
4152,lithium carbonate,PUBCHEM.COMPOUND:11125,Bipolar disorder in remission,UMLS:C0270425
4153,sulfisoxazole,CHEBI:102484,Chlamydial urethritis,UMLS:C1278807
4154,amphotericin B,CHEBI:2682,candidemia,MONDO:0044070
4155,tenofovir,CHEBI:63625,HIV infectious disease,MONDO:0005109
4156,avanafil,CHEBI:66876,erectile dysfunction,MONDO:0005362
4157,tolnaftate,CHEBI:9620,dermatophytosis of groin and perianal area,MONDO:0001405
4158,edoxaban,CHEBI:85973,Embolism,UMLS:C0013922
4159,nafarelin,CHEBI:7445,endometriosis,MONDO:0005133
4160,chloroxine,CHEBI:59477,seborrheic dermatitis,MONDO:0006608
4161,egualen,CHEBI:85542,gastric ulcer,MONDO:0001126
4162,naproxen,CHEBI:7476,Toothache,NCIT:C78640
4163,pentamidine,CHEBI:45081,human African trypanosomiasis,MONDO:0005459
4164,cefmetazole,CHEBI:3489,streptococcal pneumonia,MONDO:0005972
4165,ceftizoxime,CHEBI:553473,Streptococcal bacteremia,UMLS:C0152964
4166,methylprednisolone,CHEBI:6888,congenital adrenal hyperplasia,MONDO:0018479
4167,cefixime,CHEBI:93248,Haemophilus influenzae otitis media,UMLS:C0276027
4168,paroxetine,CHEBI:7936,generalized anxiety disorder,MONDO:0001942
4169,estramustine,CHEBI:4868,prostate neoplasm,MONDO:0021259
4170,rabeprazole,CHEBI:8768,Zollinger-Ellison syndrome,MONDO:0019610
4171,betamethasone,CHEBI:3077,seborrheic dermatitis,MONDO:0006608
4172,minocycline,CHEBI:50694,Q fever,MONDO:0019186
4173,naltrexone,CHEBI:7465,Therapeutic opioid induced constipation,UMLS:C3874358
4174,azathioprine,CHEBI:2948,systemic lupus erythematosus,MONDO:0007915
4175,amoxapine,CHEBI:2675,depressive disorder,MONDO:0002050
4176,ACTH,CHEBI:3892,West syndrome,MONDO:0018097
4177,diazepam,CHEBI:49575,epilepsy,MONDO:0005027
4178,tropisetron,UNII:6I819NIK1W,Chemotherapy-induced nausea and vomiting,UMLS:C0401160
4179,cinnarizine,CHEBI:31403,motion sickness,MONDO:0008015
4180,sotagliflozin,CHEBI:229226,chronic kidney disease,MONDO:0005300
4181,digoxin,CHEBI:4551,digitalis poisoning,MONDO:0017863
4182,metronidazole,CHEBI:6909,Infectious enteritis,UMLS:C0021342
4183,desloratadine,CHEBI:291342,allergic urticaria,MONDO:0006526
4184,ceftizoxime,CHEBI:553473,Bacterial peritonitis,UMLS:C0341503
4185,tetracaine,CHEBI:9468,Skin Irritation,NCIT:C50743
4186,elbasvir,CHEBI:132967,chronic hepatitis C virus infection,MONDO:0005354
4187,methapyrilene,CHEBI:6820,atopic conjunctivitis,MONDO:0005642
4188,norfloxacin,CHEBI:100246,Female pelvic cellulitis,UMLS:C0349734
4189,cyclizine,CHEBI:3994,Cough,HP:0012735
4190,norethisterone,CHEBI:7627,uterine corpus leiomyoma,MONDO:0007886
4191,flecainide,CHEBI:75984,Paroxysmal atrial fibrillation,HP:0004757
4192,lovastatin,CHEBI:40303,hyperlipidemia,MONDO:0021187
4193,famotidine,CHEBI:4975,gastroesophageal reflux disease,MONDO:0007186
4194,cefotetan,PUBCHEM.COMPOUND:53024,Klebsiella cystitis,UMLS:C0520775
4195,cinoxacin,CHEBI:3716,bacterial urinary tract infection,MONDO:0005247
4196,azathioprine,CHEBI:2948,myasthenia gravis,MONDO:0009688
4197,sulfacetamide,CHEBI:63845,acne,MONDO:0011438
4198,imipenem,CHEBI:471744,Bacterial urinary infection,UMLS:C0729524
4199,granisetron,CHEBI:94501,Chemotherapy-induced nausea and vomiting,UMLS:C0401160
4200,cefpodoxime,CHEBI:3504,bacterial pneumonia,MONDO:0004652
4201,empagliflozin,CHEBI:82720,congestive heart failure,MONDO:0005009
4202,sulfamethizole,CHEBI:9331,Acute otitis media,HP:0000371
4203,betamethasone,CHEBI:3077,Transplanted organ rejection,UMLS:C0345468
4204,procyclidine,CHEBI:8448,Abnormality of extrapyramidal motor function,HP:0002071
4205,tirofiban,CHEBI:9605,Non-Q wave myocardial infarction,UMLS:C0542269
4206,cetirizine,CHEBI:3561,Rhinorrhea,HP:0031417
4207,bezafibrate,CHEBI:47612,Hypercholesterolemia,HP:0003124
4208,remdesivir,CHEBI:145994,COVID-19,MONDO:0100096
4209,tafamidis,CHEBI:78538,ATTRV122I amyloidosis,MONDO:0019441
4210,cefapirin,CHEBI:554446,bacterial urinary tract infection,MONDO:0005247
4211,telavancin,CHEBI:71229,staphylococcus aureus pneumonia,MONDO:0041879
4212,ceftizoxime,CHEBI:553473,Proteus pneumonia,UMLS:C1260917
4213,ethinylestradiol,CHEBI:4903,Hot flashes,HP:0031217
4214,norfloxacin,CHEBI:100246,staphylococcus aureus infection,MONDO:0005545
4215,antazoline,CHEBI:84115,allergic rhinitis,MONDO:0011786
4216,ampicillin,CHEBI:28971,Proteus septicemia,UMLS:C0577690
4217,oxytetracycline,CHEBI:133011,actinomycosis,MONDO:0005631
4218,atenolol,CHEBI:2904,Angina pectoris,HP:0001681
4219,"1,25-dihydroxyvitamin D3",CHEBI:17823,hypoparathyroidism,MONDO:0001220
