,drug_name,drug_id,disease_name,disease_id
374,mebendazole,CHEBI:6704,enterobiasis,MONDO:0005746
375,primidone,CHEBI:8412,epilepsy with generalized tonic-clonic seizures,MONDO:0005754
376,etidronic acid,CHEBI:4907,Ectopic ossification,HP:0011986
377,ammonia,CHEBI:16134,keratinization disease,MONDO:0045011
378,quinestrol,CHEBI:8716,Female hypogonadism,HP:0000134
379,cefazolin,CHEBI:474053,Bacterial urinary infection,UMLS:C0729524
380,atropine,CHEBI:91877,peptic ulcer disease,MONDO:0004247
381,methoxamine,CHEBI:6839,hypotensive disorder,MONDO:0005468
382,famotidine,CHEBI:4975,dyspepsia,MONDO:0002268
383,ombitasvir,CHEBI:85183,chronic hepatitis C virus infection,MONDO:0005354
384,ofloxacin,CHEBI:194135,Klebsiella cystitis,UMLS:C0520775
385,cortisol,CHEBI:5783,uveitis,MONDO:0020283
386,clocortolone pivalate,CHEBI:59582,discoid lupus erythematosus,MONDO:0019558
387,dexpanthenol,CHEBI:27373,atopic eczema,MONDO:0004980
388,furagin,CHEBI:131714,bacterial urinary tract infection,MONDO:0005247
389,betamethasone,CHEBI:3077,discoid lupus erythematosus,MONDO:0019558
390,amikacin,CHEBI:2637,Sepsis due to Pseudomonas,UMLS:C2887096
391,paracetamol,CHEBI:46195,common cold,MONDO:0005709
392,raltegravir,CHEBI:82960,HIV infectious disease,MONDO:0005109
393,chlorpromazine,CHEBI:3647,Nausea and vomiting,HP:0002017
394,nicotinic acid,CHEBI:15940,vitamin deficiency disorder,MONDO:0024298
395,prednisolone,CHEBI:8378,Diamond-Blackfan anemia,MONDO:0015253
396,biperiden,CHEBI:3112,Parkinson disease,MONDO:0005180
397,cefotaxime,CHEBI:94427,Escherichia coli septicemia,UMLS:C0276088
398,trovafloxacin,CHEBI:9763,acute gonococcal cervicitis,MONDO:0001080
399,almitrine,CHEBI:53778,chronic obstructive pulmonary disease,MONDO:0005002
400,ephedrine,CHEBI:15407,headache disorder,MONDO:0021146
401,dextromethorphan,CHEBI:4470,Fever,HP:0001945
402,cefoxitin,CHEBI:209807,Streptococcal bacteremia,UMLS:C0152964
403,mechlorethamine,CHEBI:28925,classic Hodgkin lymphoma,MONDO:0009348
404,norfloxacin,CHEBI:100246,Acute exacerbation of chronic bronchitis,UMLS:C0856695
405,(-)-adrenaline,CHEBI:28918,open-angle glaucoma,MONDO:0005338
406,metronidazole,CHEBI:6909,Tubo-ovarian abscess,HP:0034493
407,diclofenac,CHEBI:47381,Pain,HP:0012531
408,cortisol,CHEBI:5783,asthma,MONDO:0004979
409,semaxanib,CHEBI:91083,autoimmune thrombocytopenia,MONDO:0019098
410,oxytetracycline,CHEBI:133011,Gonorrhea of rectum,UMLS:C0275665
411,cefmetazole,CHEBI:3489,staphylococcal pneumonia,MONDO:0005970
412,telbivudine,CHEBI:63624,chronic hepatitis B virus infection,MONDO:0005366
413,mestranol,CHEBI:6784,endometriosis,MONDO:0005133
414,clocortolone pivalate,CHEBI:59582,"dermatitis, atopic",MONDO:0011292
415,spironolactone,CHEBI:9241,congestive heart failure,MONDO:0005009
416,alclometasone dipropionate,CHEBI:31184,exanthem,MONDO:0006547
417,ciprofloxacin,CHEBI:100241,dysentery,MONDO:0001517
418,prasugrel,CHEBI:87715,cerebrovascular disorder,MONDO:0011057
419,fluticasone,CHEBI:5134,Pruritus of genital organs,UMLS:C0033777
420,pseudoephedrine,CHEBI:51209,Rhinorrhea,HP:0031417
421,tinidazole,CHEBI:63627,giardiasis,MONDO:0001103
422,doxycycline,PUBCHEM.COMPOUND:54671203,urethritis,MONDO:0005297
423,norfloxacin,CHEBI:100246,gonorrhea,MONDO:0004277
424,esomeprazole,CHEBI:50275,Zollinger-Ellison syndrome,MONDO:0019610
425,ibrutinib,CHEBI:76612,lymphoplasmacytic lymphoma,MONDO:0000432
426,aspirin,CHEBI:15365,headache disorder,MONDO:0021146
427,medroxyprogesterone,CHEBI:6715,Metastatic malignant neoplasm to kidney,UMLS:C0153685
428,amphotericin B,CHEBI:2682,inclusion conjunctivitis,MONDO:0005808
429,sirolimus,CHEBI:9168,sebaceous adenoma,MONDO:0002375
430,betamethasone,CHEBI:3077,brain edema,MONDO:0006684
431,oxacillin,CHEBI:7809,Staphylococcal endocarditis,UMLS:C0520767
432,citalopram,CHEBI:3723,generalized anxiety disorder,MONDO:0001942
433,timolol,CHEBI:9599,open-angle glaucoma,MONDO:0005338
434,levonorgestrel,CHEBI:6443,postmenopausal osteoporosis,MONDO:0008159
435,calcium citrate,PUBCHEM.COMPOUND:13136,postmenopausal osteoporosis,MONDO:0008159
436,phenobarbital,CHEBI:8069,Bipolar disorder in remission,UMLS:C0270425
437,dopamine,CHEBI:18243,Low Cardiac Output Syndrome,UMLS:C0600177
438,paroxetine,CHEBI:7936,obsessive-compulsive disorder,MONDO:0008114
439,enoxacin,CHEBI:157175,acute gonococcal cervicitis,MONDO:0001080
440,ticarcillin,CHEBI:9587,staphylococcal pneumonia,MONDO:0005970
441,ceftizoxime,CHEBI:553473,staphylococcal pneumonia,MONDO:0005970
442,moxifloxacin,CHEBI:63611,streptococcal pneumonia,MONDO:0005972
443,cefamandole,CHEBI:3480,osteomyelitis,MONDO:0005246
444,ezetimibe,CHEBI:49040,"hyperlipidemia, familial combined, LPL related",MONDO:0007759
445,betamethasone,CHEBI:3077,contact dermatitis,MONDO:0005480
446,clobetasol propionate,CHEBI:31414,scalp dermatosis,MONDO:0006605
447,theophylline,CHEBI:28177,pulmonary emphysema,MONDO:0004849
448,prednisone,CHEBI:8382,Transplanted organ rejection,UMLS:C0345468
449,moxifloxacin,CHEBI:63611,Abdominal Abscess,UMLS:C0243001
450,betamethasone,CHEBI:3077,bursitis,MONDO:0002471
451,phenylephrine,CHEBI:8093,vasomotor rhinitis,MONDO:0006004
452,oxybutynin,CHEBI:144551,Hyperhidrosis of palms,UMLS:C0580183
453,salicylamide,CHEBI:32114,Arthralgia,HP:0002829
454,dasabuvir,CHEBI:85182,chronic hepatitis C virus infection,MONDO:0005354
455,cefotaxime,CHEBI:94427,staphylococcal pneumonia,MONDO:0005970
456,acetyldigitoxin,CHEBI:53773,atrial fibrillation,MONDO:0004981
457,simvastatin,CHEBI:9150,arteriosclerosis disorder,MONDO:0002277
458,fluticasone,CHEBI:5134,Psoriasis of scalp,UMLS:C0406326
459,acetazolamide,CHEBI:27690,altitude sickness,MONDO:0006625
460,betamethasone,CHEBI:3077,allergic rhinitis,MONDO:0011786
461,amcinonide,CHEBI:31199,Pruritus of genital organs,UMLS:C0033777
462,methylprednisolone,CHEBI:6888,autoimmune hemolytic anemia,MONDO:0020108
463,vancomycin,CHEBI:28001,Neonatal sepsis,HP:0040187
464,idelalisib,CHEBI:82701,follicular lymphoma,MONDO:0018906
465,formoterol,CHEBI:5147,intrinsic asthma,MONDO:0004765
466,oxytetracycline,CHEBI:133011,Q fever,MONDO:0019186
467,amikacin,CHEBI:2637,Bacterial urinary infection,UMLS:C0729524
468,norethisterone,CHEBI:7627,postmenopausal osteoporosis,MONDO:0008159
469,cephalexin,CHEBI:3534,Haemophilus influenzae otitis media,UMLS:C0276027
470,dronedarone,CHEBI:50659,Paroxysmal atrial fibrillation,HP:0004757
471,lomefloxacin,CHEBI:116278,bacterial urinary tract infection,MONDO:0005247
472,insulin,CHEBI:5931,type 1 diabetes mellitus,MONDO:0005147
473,clavulanic acid,CHEBI:48947,Haemophilus influenzae pneumonia,UMLS:C0276026
474,norfloxacin,CHEBI:100246,Klebsiella pneumonia,MONDO:0030602
475,carvedilol,CHEBI:3441,Left ventricular cardiac dysfunction,UMLS:C1997351
476,oxacillin,CHEBI:7809,Staphylococcal meningitis,UMLS:C0154640
477,cortisol,CHEBI:5783,mycosis fungoides,MONDO:0009691
478,palbociclib,CHEBI:85993,Her2-receptor negative breast cancer,MONDO:0000618
479,pramocaine,CHEBI:8357,dermatitis,MONDO:0002406
480,triprolidine,CHEBI:84116,seasonal allergic rhinitis,MONDO:0005324
481,quinine,CHEBI:15854,atrial fibrillation,MONDO:0004981
482,mepyramine,CHEBI:6762,Dysmenorrhea,HP:0100607
483,posaconazole,CHEBI:64355,Zygomycosis,MONDO:0019136
484,magnesium hydroxide,PUBCHEM.COMPOUND:73981,constipation disorder,MONDO:0002203
485,moxifloxacin,CHEBI:63611,bacterial conjunctivitis,MONDO:0006668
486,citric acid,CHEBI:30769,dyspepsia,MONDO:0002268
487,methylprednisolone,CHEBI:6888,gout,MONDO:0005393
488,cortisol,CHEBI:5783,congenital adrenal hyperplasia,MONDO:0018479
489,podophyllotoxin,CHEBI:50305,anogenital human papillomavirus infection,MONDO:0005647
490,norfloxacin,CHEBI:100246,Acute gonococcal urethritis,UMLS:C0275652
491,norgestimate,CHEBI:50815,acne,MONDO:0011438
492,ceftizoxime,CHEBI:553473,Serratia sepsis,UMLS:C0152973
493,carmustine,CHEBI:3423,brain cancer,MONDO:0001657
494,paroxetine,CHEBI:7936,depressive disorder,MONDO:0002050
495,ciprofloxacin,CHEBI:100241,chancroid,MONDO:0001797
496,salmeterol,CHEBI:64064,allergic asthma,MONDO:0004784
497,trimethoprim,CHEBI:45924,Acute otitis media,HP:0000371
498,cefiderocol,CHEBI:140376,Bacterial urinary infection,UMLS:C0729524
499,ofloxacin,CHEBI:194135,Abdominal Infection,UMLS:C1112209
500,entrectinib,CHEBI:195558,Solid neoplasm with neurotrophic receptor tyrosine kinase gene fusion,UMLS:C5192106
501,demeclocycline,UNII:5R5W9ICI6O,Gonorrhea of rectum,UMLS:C0275665
502,cefonicid,CHEBI:3491,Streptococcal bacteremia,UMLS:C0152964
503,fluvastatin,CHEBI:38561,"hyperlipidemia, familial combined, LPL related",MONDO:0007759
504,cephradine,CHEBI:3547,Bacterial otitis media,UMLS:C1698510
505,pregabalin,CHEBI:64356,Peripheral neuropathic pain,UMLS:C0458960
506,hydrochlorothiazide,CHEBI:5778,Hypertensive Urgency,UMLS:C0745138
507,prednisone,CHEBI:8382,Laryngeal edema,HP:0012027
508,pacritinib,CHEBI:231350,primary myelofibrosis,MONDO:0009692
509,perphenazine,CHEBI:8028,schizophrenia,MONDO:0005090
510,prednisone,CHEBI:8382,psoriatic arthritis,MONDO:0011849
511,esmolol,CHEBI:4856,atrial fibrillation,MONDO:0004981
512,iloprost,CHEBI:63916,pulmonary arterial hypertension,MONDO:0015924
513,clavulanic acid,CHEBI:48947,Escherichia coli septicemia,UMLS:C0276088
514,carisoprodol,CHEBI:3419,Back pain,HP:0003418
515,primidone,CHEBI:8412,epilepsy,MONDO:0005027
516,sulfamethoxazole,CHEBI:9332,Acute exacerbation of chronic bronchitis,UMLS:C0856695
517,cephradine,CHEBI:3547,prostatitis,MONDO:0005280
518,methylprednisolone,CHEBI:6888,musculoskeletal system disorder,MONDO:0002081
519,oxacillin,CHEBI:7809,Osteomyelitis caused by Staphylococcus aureus,UMLS:C1997728
520,cefpodoxime,CHEBI:3504,acute maxillary sinusitis,MONDO:0002186
521,oxymetazoline,CHEBI:7862,Red eye,HP:0025337
522,prednisolone,CHEBI:8378,autoimmune disease,MONDO:0007179
523,loteprednol etabonate,CHEBI:31784,rosacea,MONDO:0006604
524,cefotetan,PUBCHEM.COMPOUND:53024,Bacterial infection caused by Klebsiella pneumoniae,UMLS:C0343402
525,methdilazine,CHEBI:6823,familial dermatographia,MONDO:0007448
526,cortisol,CHEBI:5783,malignant otitis externa caused by Pseudomonas aeruginosa,MONDO:0041095
527,oxytetracycline,CHEBI:133011,Gonorrhea of pharynx,UMLS:C0149966
528,proglumetacin,CHEBI:76263,osteoarthritis,MONDO:0005178
529,chlorpheniramine,CHEBI:52010,Rhinorrhea,HP:0031417
530,demeclocycline,UNII:5R5W9ICI6O,stomatitis,MONDO:0004842
531,daptomycin,CHEBI:600103,MRSA infection of postoperative wound,UMLS:C0585966
532,permethrin,CHEBI:34911,Pthirus pubis infestation,MONDO:0001794
533,amoxicillin,CHEBI:2676,Haemophilus influenzae otitis media,UMLS:C0276027
534,trametinib,CHEBI:75998,thyroid gland undifferentiated (anaplastic) carcinoma,MONDO:0006468
535,ethacrynic acid,CHEBI:4876,Edema,HP:0000969
536,betamethasone,CHEBI:3077,idiopathic acute eosinophilic pneumonia,MONDO:0019122
537,amikacin,CHEBI:2637,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
538,warfarin,CHEBI:10033,Pulmonary thromboembolism,HP:0034192
539,fluocinolone acetonide,CHEBI:5108,Pruritus of genital organs,UMLS:C0033777
540,thioctic acid,CHEBI:16494,Diabetic peripheral neuropathy,UMLS:C0740447
541,oxedrine,CHEBI:29081,Nasal congestion,HP:0001742
542,perazine,CHEBI:59118,Chemotherapy-induced nausea and vomiting,UMLS:C0401160
543,amphotericin B,CHEBI:2682,disseminated sporotrichosis,MONDO:0042484
544,levofolinic acid,CHEBI:63606,megaloblastic anemia,MONDO:0001700
545,bimatoprost,CHEBI:51230,hypertrichosis of eyelid,MONDO:0001334
546,verteporfin,UNII:0X9PA28K43,wet macular degeneration,MONDO:0005417
547,ertapenem,CHEBI:404903,Abdominal Abscess,UMLS:C0243001
548,cefamandole,CHEBI:3480,Group A Streptococcal Infections,UMLS:C0554628
549,methylprednisolone,CHEBI:6888,serum sickness,MONDO:0043789
550,rofecoxib,CHEBI:8887,Dysmenorrhea,HP:0100607
551,tetracycline,CHEBI:27902,pharyngitis,MONDO:0002258
552,norfloxacin,CHEBI:100246,peritonitis,MONDO:0004522
553,lenvatinib,CHEBI:85994,thyroid gland oncocytic follicular carcinoma,MONDO:0006465
554,eplerenone,CHEBI:31547,hypertensive disorder,MONDO:0005044
555,trazodone,CHEBI:9654,major depressive disorder,MONDO:0002009
556,misoprostol (methyl ester),CHEBI:63610,Post-partum hemorrhage,HP:0011891
557,potassium iodide,PUBCHEM.COMPOUND:4875,allergic rhinitis,MONDO:0011786
558,tridihexethyl,CHEBI:9701,peptic ulcer disease,MONDO:0004247
559,antazoline,CHEBI:84115,Sneeze,HP:0025095
560,alectinib,CHEBI:90936,Anaplastic lymphoma kinase positive anaplastic large cell lymphoma,UMLS:C4518436
561,cefuroxime,CHEBI:3515,Recurrent lower respiratory tract infections,HP:0002783
562,chlorpromazine,CHEBI:3647,manic bipolar affective disorder,MONDO:0024612
563,prednisone,CHEBI:8382,follicular lymphoma,MONDO:0018906
564,tigecycline,UNII:70JE2N95KR,Haemophilus influenzae pneumonia,UMLS:C0276026
565,ceftizoxime,CHEBI:553473,Serratia Infections,UMLS:C0085394
566,mepyramine,CHEBI:6762,Sinus headache,UMLS:C0037195
567,Δ9-tetrahydrocannabinol,CHEBI:66964,Chemotherapy-induced nausea and vomiting,UMLS:C0401160
568,vinblastine,CHEBI:27375,mycosis fungoides,MONDO:0009691
569,azlocillin,CHEBI:2956,Bacterial sepsis,UMLS:C0684256
570,venlafaxine,CHEBI:9943,major depressive disorder,MONDO:0002009
571,hydrocodone,CHEBI:5779,common cold,MONDO:0005709
572,trovafloxacin,CHEBI:9763,Pseudomonas aeruginosa infectious disease,MONDO:0040732
573,prochlorperazine,CHEBI:8435,Nausea and vomiting,HP:0002017
574,streptomycin,CHEBI:17076,pulmonary tuberculosis,MONDO:0006052
575,verapamil,CHEBI:77733,acute coronary syndrome,MONDO:0005542
576,valproic acid,CHEBI:39867,manic bipolar affective disorder,MONDO:0024612
577,streptomycin,CHEBI:17076,Klebsiella cystitis,UMLS:C0520775
578,(-)-adrenaline,CHEBI:28918,bronchiectasis,MONDO:0004822
579,atropine,CHEBI:91877,Sinus bradycardia,HP:0001688
580,panobinostat,CHEBI:85990,primary cutaneous T-cell non-Hodgkin lymphoma,MONDO:0000607
581,propafenone,CHEBI:63619,atrial fibrillation,MONDO:0004981
582,balsalazide,PUBCHEM.COMPOUND:135413496,ulcerative colitis,MONDO:0005101
583,lotilaner,CHEBI:229657,Demodectic blepharitis,UMLS:C1274557
584,cefoxitin,CHEBI:209807,gonorrhea,MONDO:0004277
585,verapamil,CHEBI:77733,Angina pectoris,HP:0001681
586,triamcinolone,CHEBI:9667,Transplanted organ rejection,UMLS:C0345468
587,pramocaine,CHEBI:8357,tinea corporis,MONDO:0001461
588,diflorasone diacetate,CHEBI:31483,discoid lupus erythematosus,MONDO:0019558
589,phenprocoumon,CHEBI:50438,Thromboembolism,HP:0001907
590,dasatinib,CHEBI:49375,Ph-positive acute lymphoblastic leukemia,HP:0004848
591,perazine,CHEBI:59118,Nausea,HP:0002018
592,doxepin,CHEBI:4710,"dermatitis, atopic",MONDO:0011292
593,ciprofloxacin,CHEBI:100241,Urinary tract infection caused by Klebsiella,UMLS:C4076057
594,nizatidine,CHEBI:7601,Erosive esophagitis,UMLS:C0267055
595,azapropazone,CHEBI:38010,ankylosing spondylitis,MONDO:0005306
596,spiramycin,CHEBI:85260,congenital toxoplasmosis,MONDO:0005715
597,tetracycline,CHEBI:27902,granuloma inguinale,MONDO:0005777
598,benzocaine,CHEBI:116735,Cough,HP:0012735
599,acetazolamide,CHEBI:27690,Malignant glaucoma,UMLS:C0271152
600,chlophedianol,CHEBI:135207,common cold,MONDO:0005709
601,diflorasone diacetate,CHEBI:31483,contact dermatitis,MONDO:0005480
602,zinc acetate,PUBCHEM.COMPOUND:11192,Skin Irritation,NCIT:C50743
603,cortisol,CHEBI:5783,thyroiditis,MONDO:0004126
604,naloxone,CHEBI:7459,Opioid toxicity,UMLS:C0412850
605,lithium carbonate,PUBCHEM.COMPOUND:11125,headache disorder,MONDO:0021146
606,nicotinic acid,CHEBI:15940,hypertriglyceridemia,MONDO:0005347
607,vancomycin,CHEBI:28001,Clostridium difficile diarrhea,UMLS:C0235952
608,cefpodoxime,CHEBI:3504,acute gonococcal cervicitis,MONDO:0001080
609,linezolid,CHEBI:63607,staphylococcal pneumonia,MONDO:0005970
610,oxytetracycline,CHEBI:133011,relapsing fever,MONDO:0019633
611,prednisolone,CHEBI:8378,sarcoidosis,MONDO:0019338
612,trifluridine,CHEBI:75179,Herpes simplex keratoconjunctivitis,UMLS:C0276228
613,cefapirin,CHEBI:554446,Staphylococcal endocarditis,UMLS:C0520767
614,buprenorphine,CHEBI:3216,opiate dependence,MONDO:0005530
615,albendazole,CHEBI:16664,Echinococcus granulosus infection of lung,UMLS:C0153290
616,oxacillin,CHEBI:7809,pharyngitis,MONDO:0002258
617,cimetidine,CHEBI:3699,multiple endocrine neoplasia,DOID:3125
618,trovafloxacin,CHEBI:9763,Acute bacterial peritonitis,UMLS:C0275550
619,cefditoren,CHEBI:59343,streptococcal pneumonia,MONDO:0005972
620,norgestimate,CHEBI:50815,Hot flashes,HP:0031217
621,chlorpromazine,CHEBI:3647,acute intermittent porphyria,MONDO:0008294
622,sparsentan,CHEBI:229526,IgA glomerulonephritis,MONDO:0005342
623,piperacillin,CHEBI:8232,appendicitis,MONDO:0005649
624,eperisone,CHEBI:77069,Hyperkinetic movements,HP:0002487
625,artemisinin,CHEBI:223316,Plasmodium falciparum malaria,MONDO:0005920
626,metronidazole,CHEBI:6909,endometritis,MONDO:0000918
627,codeine,CHEBI:16714,headache disorder,MONDO:0021146
628,minocycline,CHEBI:50694,Infective otitis media,UMLS:C0729586
629,prednisolone,CHEBI:8378,synovitis,MONDO:0002400
630,terbutaline,CHEBI:9449,pulmonary emphysema,MONDO:0004849
631,lactulose,CHEBI:6359,constipation disorder,MONDO:0002203
632,mechlorethamine,CHEBI:28925,non-Hodgkin lymphoma,MONDO:0018908
633,cefamandole,CHEBI:3480,Streptococcal bacteremia,UMLS:C0152964
634,methylprednisolone,CHEBI:6888,adrenocortical insufficiency,MONDO:0000004
635,ciprofloxacin,CHEBI:100241,prostatitis,MONDO:0005280
636,docosanol,CHEBI:31000,herpes labialis,MONDO:0043653
637,dalbavancin,CHEBI:82721,Staphylococcal Skin Infections,UMLS:C0038166
638,nedocromil,CHEBI:7492,atopic conjunctivitis,MONDO:0005642
639,triamcinolone,CHEBI:9667,serum sickness,MONDO:0043789
640,methoxamine,CHEBI:6839,Paroxysmal supraventricular tachycardia,HP:0004763
641,nizatidine,CHEBI:7601,dyspepsia,MONDO:0002268
642,(-)-menthol,CHEBI:15409,Pruritus,HP:0000989
643,progesterone,CHEBI:17026,postmenopausal osteoporosis,MONDO:0008159
644,desonide,CHEBI:204734,Lichen Simplex Chronicus,UMLS:C0149922
645,rofecoxib,CHEBI:8887,juvenile idiopathic arthritis,MONDO:0011429
646,furosemide,CHEBI:47426,Edema,HP:0000969
647,cefoxitin,CHEBI:209807,Sepsis caused by Staphylococcus aureus,UMLS:C2887088
648,dexpanthenol,CHEBI:27373,Diaper Rash,UMLS:C0011974
649,desloratadine,CHEBI:291342,seasonal allergic rhinitis,MONDO:0005324
650,doxycycline,PUBCHEM.COMPOUND:54671203,boutonneuse fever,MONDO:0024472
651,ofloxacin,CHEBI:194135,malignant otitis externa caused by Pseudomonas aeruginosa,MONDO:0041095
652,levofloxacin,CHEBI:63598,Proteus urinary tract infection,UMLS:C0577709
653,mometasone,CHEBI:6970,seborrheic dermatitis,MONDO:0006608
654,levodopa,CHEBI:15765,parkinsonian disorder,MONDO:0021095
655,cefditoren,CHEBI:59343,Acute exacerbation of chronic bronchitis,UMLS:C0856695
656,fluocinolone acetonide,CHEBI:5108,seborrheic dermatitis,MONDO:0006608
657,droxidopa,CHEBI:31524,orthostatic hypotension,MONDO:0005469
658,ampicillin,CHEBI:28971,sinusitis,MONDO:0005961
659,vemurafenib,CHEBI:63637,Malignant melanoma with BRAF V600E mutation,UMLS:C5394779
660,amphotericin B,CHEBI:2682,brucellosis,MONDO:0005683
661,pseudoephedrine,CHEBI:51209,Nasal congestion,HP:0001742
662,piperacillin,CHEBI:8232,Abdominal Abscess,UMLS:C0243001
663,trovafloxacin,CHEBI:9763,Postnatal infection,UMLS:C1278797
664,metronidazole,CHEBI:6909,Peptostreptococcus infectious disease,MONDO:0024412
665,ceftriaxone,CHEBI:29007,Gonococcal meningitis,UMLS:C0153225
666,amcinonide,CHEBI:31199,Pruritus Ani,UMLS:C0033775
667,methapyrilene,CHEBI:6820,vasomotor rhinitis,MONDO:0006004
668,promazine,CHEBI:8459,Pruritus,HP:0000989
669,chloramphenicol,CHEBI:3605,boutonneuse fever,MONDO:0024472
670,sulfadiazine,CHEBI:9328,toxoplasmosis,MONDO:0005989
671,methimazole,CHEBI:50673,hyperthyroidism,MONDO:0004425
672,cefepime,CHEBI:478164,bacterial pneumonia,MONDO:0004652
673,gatifloxacin,CHEBI:5280,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
674,pramocaine,CHEBI:8357,Rectal Pain,NCIT:C78587
675,betamethasone,CHEBI:3077,acute lymphoblastic leukemia,MONDO:0004967
676,D-cycloserine,CHEBI:40009,pulmonary tuberculosis,MONDO:0006052
677,lidocaine,CHEBI:6456,Pruritus Ani,UMLS:C0033775
678,travoprost,CHEBI:188986,open-angle glaucoma,MONDO:0005338
679,cefuroxime,CHEBI:3515,Haemophilus influenzae otitis media,UMLS:C0276027
680,ampicillin,CHEBI:28971,Pneumococcal pharyngitis,UMLS:C0275761
681,cortisol,CHEBI:5783,Crohn disease,MONDO:0005011
682,tranilast,CHEBI:77572,keloid,MONDO:0005348
683,enalapril,CHEBI:4784,hypertensive disorder,MONDO:0005044
684,salicylic acid,CHEBI:16914,seborrheic dermatitis,MONDO:0006608
685,naproxen,CHEBI:7476,Sinus headache,UMLS:C0037195
686,torsemide,CHEBI:9637,Decompensated cardiac failure,UMLS:C0581377
687,methamphetamine,CHEBI:6809,"attention deficit hyperactivity disorder, inattentive type",MONDO:0005302
688,cefdinir,CHEBI:3485,staphylococcus aureus infection,MONDO:0005545
689,ruxolitinib,CHEBI:66919,Splenomegaly,HP:0001744
690,treprostinil,CHEBI:50861,pulmonary arterial hypertension,MONDO:0015924
691,carbinoxamine,CHEBI:3398,allergic rhinitis,MONDO:0011786
692,miconazole,CHEBI:6923,vulvovaginal candidiasis,MONDO:0006014
693,cefotaxime,CHEBI:94427,Neonatal sepsis,HP:0040187
694,nifedipine,CHEBI:7565,hypertensive disorder,MONDO:0005044
695,glasdegib,CHEBI:145428,acute myeloid leukemia,MONDO:0018874
