drug_name,drug_id,disease_name,disease_id
prednisolone,CHEBI:8378,primary cutaneous T-cell non-Hodgkin lymphoma,MONDO:0000607
antazoline,CHEBI:84115,allergic rhinitis,MONDO:0011786
glycine,CHEBI:15428,Nasal congestion,HP:0001742
olaparib,CHEBI:83766,ovarian epithelial tumor,MONDO:0002229
clarithromycin,CHEBI:3732,Haemophilus influenzae pneumonia,UMLS:C0276026
betamethasone,CHEBI:3077,serum sickness,MONDO:0043789
theophylline,CHEBI:28177,asthma,MONDO:0004979
cyproheptadine,CHEBI:4046,Rhinorrhea,HP:0031417
prednisolone,CHEBI:8378,inflammatory bowel disease,MONDO:0005265
pentobarbitone,CHEBI:7983,Severe anxiety (panic),UMLS:C0231403
sulfamethoxazole,CHEBI:9332,Acute exacerbation of chronic bronchitis,UMLS:C0856695
loxapine,CHEBI:50841,schizophrenia,MONDO:0005090
codeine,CHEBI:16714,common cold,MONDO:0005709
betamethasone,CHEBI:3077,primary cutaneous T-cell non-Hodgkin lymphoma,MONDO:0000607
cefpodoxime,CHEBI:3504,Group A Streptococcal Infections,UMLS:C0554628
oxymetazoline,CHEBI:7862,Persistent erythema of skin,UMLS:C1720538
ciprofloxacin,CHEBI:100241,Acute bacterial peritonitis,UMLS:C0275550
desoximetasone,CHEBI:691037,Chronic small plaque psoriasis,UMLS:C0406317
betamethasone,CHEBI:3077,Transplanted organ rejection,UMLS:C0345468
lamotrigine,CHEBI:6367,Lennox-Gastaut syndrome,MONDO:0016532
cefonicid,CHEBI:3491,pneumonia,MONDO:0005249
colesevelam,PUBCHEM.COMPOUND:160051,Hypercholesterolemia,HP:0003124
ofloxacin,CHEBI:194135,prostatitis,MONDO:0005280
amoxicillin,CHEBI:2676,Group A Streptococcal Infections,UMLS:C0554628
carbenicillin,CHEBI:3393,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
heparin,CHEBI:28304,disseminated intravascular coagulation,MONDO:0001243
duloxetine,CHEBI:36795,major depressive disorder,MONDO:0002009
ofloxacin,CHEBI:194135,urethritis,MONDO:0005297
algeldrate,PUBCHEM.COMPOUND:10176082,duodenal ulcer,MONDO:0005412
amcinonide,CHEBI:31199,discoid lupus erythematosus,MONDO:0019558
ceftizoxime,CHEBI:553473,acute gonococcal endometritis,MONDO:0004264
cefpodoxime,CHEBI:3504,Acute otitis media,HP:0000371
cefepime,CHEBI:478164,Group A Streptococcal Infections,UMLS:C0554628
prednisolone,CHEBI:8378,Laryngeal edema,HP:0012027
allantoin,CHEBI:15676,Skin Irritation,NCIT:C50743
menatetrenone,CHEBI:78277,hemorrhagic disease of newborn,MONDO:0006784
ofloxacin,CHEBI:194135,gonorrhea,MONDO:0004277
prednisone,CHEBI:8382,contact dermatitis,MONDO:0005480
ceftriaxone,CHEBI:29007,escherichia coli infection,MONDO:0020920
oxytetracycline,CHEBI:133011,acute gonococcal epididymo-orchitis,MONDO:0001125
bacitracin A,CHEBI:28669,keratitis,MONDO:0003085
cortisol,CHEBI:5783,Diamond-Blackfan anemia,MONDO:0015253
tramadol,CHEBI:75722,Pain,HP:0012531
nadifloxacin,CHEBI:31889,acne,MONDO:0011438
podophyllotoxin,CHEBI:50305,anogenital human papillomavirus infection,MONDO:0005647
clarithromycin,CHEBI:3732,Acute Moraxella catarrhalis bronchitis,UMLS:C0339932
tinidazole,CHEBI:63627,bacterial vaginosis,MONDO:0005316
azatadine,CHEBI:2946,Rhinorrhea,HP:0031417
metipranolol,CHEBI:6897,open-angle glaucoma,MONDO:0005338
sufinpyrazone,CHEBI:9342,Hyperuricemia,HP:0002149
paroxetine,CHEBI:7936,major depressive disorder,MONDO:0002009
procyclidine,CHEBI:8448,Abnormality of extrapyramidal motor function,HP:0002071
desoximetasone,CHEBI:691037,contact dermatitis,MONDO:0005480
porfimer,PUBCHEM.COMPOUND:137321858,non-small cell lung carcinoma,MONDO:0005233
ceftaroline fosamil,CHEBI:70718,Pneumonia caused by Escherichia coli,UMLS:C0276089
sirolimus,CHEBI:9168,lymphangiectasis,MONDO:0006840
terbutaline,CHEBI:9449,dry eye syndrome,MONDO:0006733
norfloxacin,CHEBI:100246,acute maxillary sinusitis,MONDO:0002186
piperazine,CHEBI:28568,ascariasis,MONDO:0005654
ofloxacin,CHEBI:194135,Acute Moraxella catarrhalis bronchitis,UMLS:C0339932
rizatriptan,CHEBI:48273,migraine disorder,MONDO:0005277
paracetamol,CHEBI:46195,headache disorder,MONDO:0021146
flumethasone pivalate,CHEBI:31620,granuloma annulare,MONDO:0006554
phenazopyridine,PUBCHEM.COMPOUND:8691,Dysuria,HP:0100518
ribavirin,CHEBI:63580,Early cirrhosis,UMLS:C1299579
piperacillin,CHEBI:8232,Bacterial infection caused by Klebsiella pneumoniae,UMLS:C0343402
latanoprost (isopropyl ester),CHEBI:6384,open-angle glaucoma,MONDO:0005338
cefditoren,CHEBI:59343,streptococcal pneumonia,MONDO:0005972
triamcinolone,CHEBI:9667,gout,MONDO:0005393
clavulanic acid,CHEBI:48947,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
trovafloxacin,CHEBI:9763,Acute bacterial sinusitis,UMLS:C0275556
algeldrate,PUBCHEM.COMPOUND:10176082,gastric ulcer,MONDO:0001126
lurasidone,CHEBI:70735,schizophrenia,MONDO:0005090
amiloride,CHEBI:2639,Edema,HP:0000969
porfimer,PUBCHEM.COMPOUND:137321858,esophageal cancer,MONDO:0007576
methylprednisolone,CHEBI:6888,perennial allergic rhinitis,MONDO:0024332
minocycline,CHEBI:50694,periodontitis,MONDO:0005076
spironolactone,CHEBI:9241,Edema,HP:0000969
potassium citrate,PUBCHEM.COMPOUND:13344,potassium deficiency disease,MONDO:0003019
sulfamethizole,CHEBI:9331,Proteus urinary tract infection,UMLS:C0577709
triamcinolone,CHEBI:9667,synovitis,MONDO:0002400
ergocalciferol,CHEBI:28934,osteoporosis,MONDO:0005298
tetracosactide,CHEBI:3901,adrenocortical insufficiency,MONDO:0000004
nizatidine,CHEBI:7601,peptic ulcer disease,MONDO:0004247
aztreonam,CHEBI:94511,Pneumonia caused by Escherichia coli,UMLS:C0276089
norfloxacin,CHEBI:100246,dysentery,MONDO:0001517
verapamil,CHEBI:77733,acute coronary syndrome,MONDO:0005542
aspirin,CHEBI:15365,Flu-Like Symptoms,NCIT:C78302
adefovir dipivoxil,CHEBI:2469,chronic hepatitis B virus infection,MONDO:0005366
cephradine,CHEBI:3547,staphylococcal pneumonia,MONDO:0005970
spiperone,CHEBI:9233,schizophrenia,MONDO:0005090
prednisolone,CHEBI:8378,uveitis,MONDO:0020283
prednisolone,CHEBI:8378,mycosis fungoides,MONDO:0009691
sirolimus,CHEBI:9168,Lymphangiomatosis,UMLS:C0334102
simvastatin,CHEBI:9150,"hyperlipidemia, familial combined, LPL related",MONDO:0007759
paroxetine,CHEBI:7936,social phobia,MONDO:0001247
abiraterone acetate,CHEBI:68639,prostate cancer,MONDO:0008315
ofloxacin,CHEBI:194135,Group A Streptococcal Infections,UMLS:C0554628
bedaquiline,CHEBI:72292,drug-resistant tuberculosis,MONDO:0041806
lenvatinib,CHEBI:85994,thyroid gland papillary carcinoma,MONDO:0005075
cefuroxime,CHEBI:3515,Infective otitis media,UMLS:C0729586
ofloxacin,CHEBI:194135,Pseudomonas aeruginosa infectious disease,MONDO:0040732
prednisolone,CHEBI:8378,synovitis,MONDO:0002400
methdilazine,CHEBI:6823,Rhinorrhea,HP:0031417
prednisone,CHEBI:8382,systemic lupus erythematosus,MONDO:0007915
fexofenadine,CHEBI:5050,atopic conjunctivitis,MONDO:0005642
aztreonam,CHEBI:94511,Pneumonia caused by Pseudomonas,UMLS:C0155860
acetazolamide,CHEBI:27690,altitude sickness,MONDO:0006625
fluvastatin,CHEBI:38561,Familial hypercholesterolemia - heterozygous,UMLS:C0342882
vandetanib,CHEBI:49960,medullary thyroid gland carcinoma,MONDO:0015277
ofloxacin,CHEBI:194135,bronchitis,MONDO:0003781
azlocillin,CHEBI:2956,Serratia Infections,UMLS:C0085394
minocycline,CHEBI:50694,Gonorrhea of pharynx,UMLS:C0149966
dirithromycin,CHEBI:474014,Streptococcal tonsillitis,UMLS:C0275804
prednisolone,CHEBI:8378,classic Hodgkin lymphoma,MONDO:0009348
orphenadrine,CHEBI:7789,parkinsonian disorder,MONDO:0021095
ampicillin,CHEBI:28971,dysentery,MONDO:0001517
tolterodine,CHEBI:9622,overactive bladder,MONDO:0006624
benzoic acid,CHEBI:30746,Morphea,HP:0012344
cortisol,CHEBI:5783,acute adrenal insufficiency,MONDO:0019801
tetracycline,CHEBI:27902,acute gonococcal cervicitis,MONDO:0001080
meclofenamic acid,CHEBI:6710,Menorrhagia,HP:0000132
enoxacin,CHEBI:157175,Acute gonococcal urethritis,UMLS:C0275652
fampridine,CHEBI:34385,multiple sclerosis,MONDO:0005301
fluvastatin,CHEBI:38561,"hyperlipidemia, familial combined, LPL related",MONDO:0007759
mephenytoin,CHEBI:6757,epilepsy,MONDO:0005027
diloxanide furoate,CHEBI:4601,amebiasis,MONDO:0005644
atropine,CHEBI:91877,peptic ulcer disease,MONDO:0004247
diclofenac,CHEBI:47381,Dysmenorrhea,HP:0100607
prednisolone,CHEBI:8378,keratitis,MONDO:0003085
buspirone,CHEBI:3223,generalized anxiety disorder,MONDO:0001942
promazine,CHEBI:8459,psychotic disorder,MONDO:0005485
prednisone,CHEBI:8382,acute lymphoblastic leukemia,MONDO:0004967
telmisartan,CHEBI:9434,History of myocardial infarction due to atherothrombotic coronary artery disease,UMLS:C5438408
betamethasone,CHEBI:3077,follicular lymphoma,MONDO:0018906
mebendazole,CHEBI:6704,enterobiasis,MONDO:0005746
clemastine,CHEBI:3738,familial dermatographia,MONDO:0007448
abacavir,CHEBI:421707,HIV infectious disease,MONDO:0005109
triamcinolone,CHEBI:9667,canker sore,MONDO:0005318
minocycline,CHEBI:50694,plague,MONDO:0019095
aztreonam,CHEBI:94511,bacterial urinary tract infection,MONDO:0005247
metronidazole,CHEBI:6909,Acute amebiasis,UMLS:C0152499
trimethoprim,CHEBI:45924,Acute exacerbation of chronic bronchitis,UMLS:C0856695
cefonicid,CHEBI:3491,Osteomyelitis caused by Staphylococcus aureus,UMLS:C1997728
levonorgestrel,CHEBI:6443,Dysmenorrhea,HP:0100607
danazol,CHEBI:4315,endometriosis,MONDO:0005133
finasteride,CHEBI:5062,benign prostatic hyperplasia,MONDO:0010811
dapagliflozin,CHEBI:85078,chronic kidney disease,MONDO:0005300
tolmetin,CHEBI:71941,juvenile idiopathic arthritis,MONDO:0011429
chlorpheniramine,CHEBI:52010,Rhinorrhea,HP:0031417
amphotericin B,CHEBI:2682,acne,MONDO:0011438
brompheniramine,CHEBI:3183,Pruritus,HP:0000989
docosanol,CHEBI:31000,herpes labialis,MONDO:0043653
citric acid,CHEBI:30769,gastroesophageal reflux disease,MONDO:0007186
cromoglicic acid,CHEBI:59773,giant papillary conjunctivitis,MONDO:0002308
benoxaprofen,CHEBI:76114,rheumatoid arthritis,MONDO:0008383
chloramphenicol,CHEBI:3605,typhoid fever,MONDO:0005619
tilidine,CHEBI:77817,Pain,HP:0012531
simvastatin,CHEBI:9150,hypoalphalipoproteinemia,MONDO:0017773
cephradine,CHEBI:3547,tonsillitis,MONDO:0001039
salsalate,CHEBI:9014,rheumatoid arthritis,MONDO:0008383
diflunisal,CHEBI:39669,Pain,HP:0012531
acrivastine,CHEBI:83168,seasonal allergic rhinitis,MONDO:0005324
fludrocortisone,CHEBI:5102,chronic primary adrenal insufficiency,MONDO:0015129
amoxicillin,CHEBI:2676,Staphylococcal tonsillitis,UMLS:C0275793
tenofovir alafenamide,CHEBI:90926,HIV infectious disease,MONDO:0005109
olanzapine,CHEBI:7735,schizophrenia,MONDO:0005090
saquinavir,CHEBI:63621,HIV infectious disease,MONDO:0005109
vancomycin,CHEBI:28001,Clostridium difficile diarrhea,UMLS:C0235952
cefpodoxime,CHEBI:3504,gonorrhea,MONDO:0004277
ceftaroline fosamil,CHEBI:70718,escherichia coli infection,MONDO:0020920
ziprasidone,CHEBI:10119,Bipolar disorder in remission,UMLS:C0270425
dicloxacillin,CHEBI:4511,staphylococcal pneumonia,MONDO:0005970
lomefloxacin,CHEBI:116278,Acute exacerbation of chronic bronchitis,UMLS:C0856695
paroxetine,CHEBI:7936,generalized anxiety disorder,MONDO:0001942
tetryzoline,CHEBI:28674,Rhinorrhea,HP:0031417
proguanil,CHEBI:8455,Plasmodium falciparum malaria,MONDO:0005920
tetracycline,CHEBI:27902,relapsing fever,MONDO:0019633
mechlorethamine,CHEBI:28925,classic Hodgkin lymphoma,MONDO:0009348
demeclocycline,UNII:5R5W9ICI6O,Q fever,MONDO:0019186
flufenamic acid,CHEBI:42638,Pain,HP:0012531
biotin,CHEBI:15956,nutritional biotin deficiency,MONDO:0000461
propafenone,CHEBI:63619,Paroxysmal atrial flutter,UMLS:C0741292
sirolimus,CHEBI:9168,renal cell carcinoma,MONDO:0005086
mometasone,CHEBI:6970,Pruritus of genital organs,UMLS:C0033777
carmustine,CHEBI:3423,classic Hodgkin lymphoma,MONDO:0009348
dinoprostone,CHEBI:15551,pregnancy disorder with abortive outcome,MONDO:0041526
niraparib,CHEBI:176844,castration-resistant prostate carcinoma,MONDO:0850353
nafcillin,CHEBI:7447,Staphylococcal endocarditis,UMLS:C0520767
azatadine,CHEBI:2946,familial dermatographia,MONDO:0007448
triamterene,CHEBI:9671,Edema,HP:0000969
ezetimibe,CHEBI:49040,"hyperlipidemia, familial combined, LPL related",MONDO:0007759
clobetasol propionate,CHEBI:31414,contact dermatitis,MONDO:0005480
prednisolone,CHEBI:8378,epicondylitis,MONDO:0001875
fondaparinux,CHEBI:61033,Deep venous thrombosis,HP:0002625
doxycycline,PUBCHEM.COMPOUND:54671203,syphilis,MONDO:0005976
cefoxitin,CHEBI:209807,Female genital tract infection,UMLS:C1263758
dirithromycin,CHEBI:474014,Mycoplasma pneumoniae pneumonia,MONDO:0005867
ciclopirox,CHEBI:453011,pityriasis versicolor,MONDO:0005915
naproxen,CHEBI:7476,bursitis,MONDO:0002471
cefamandole,CHEBI:3480,Group A Streptococcal Infections,UMLS:C0554628
pseudoephedrine,CHEBI:51209,Nasal congestion,HP:0001742
nimodipine,CHEBI:7575,subarachnoid hemorrhage,MONDO:0005099
conivaptan,CHEBI:681850,Hyponatremia,HP:0002902
norfloxacin,CHEBI:100246,endomyometritis,MONDO:0042451
calcifediol,CHEBI:17933,rickets,MONDO:0005520
nifedipine,CHEBI:7565,hypertensive disorder,MONDO:0005044
levofloxacin,CHEBI:63598,Haemophilus influenzae pneumonia,UMLS:C0276026
prednisone,CHEBI:8382,sarcoidosis,MONDO:0019338
salicylic acid,CHEBI:16914,seborrheic dermatitis,MONDO:0006608
metoclopramide,CHEBI:107736,Gastroparesis due to diabetes mellitus,UMLS:C0267176
doxycycline,PUBCHEM.COMPOUND:54671203,granuloma inguinale,MONDO:0005777
temoporfin,UNII:FU21S769PF,squamous cell carcinoma,MONDO:0005096
acrivastine,CHEBI:83168,common cold,MONDO:0005709
magnesium sulfate,PUBCHEM.COMPOUND:24083,Hypomagnesemia,HP:0002917
ofloxacin,CHEBI:194135,Abdominal Abscess,UMLS:C0243001
ofloxacin,CHEBI:194135,Gonorrhea of rectum,UMLS:C0275665
aztreonam,CHEBI:94511,escherichia coli infection,MONDO:0020920
zolpidem,CHEBI:10125,Sleep onset insomnia,HP:0031354
lenalidomide,CHEBI:63791,plasma cell myeloma,MONDO:0009693
diazepam,CHEBI:49575,status epilepticus,MONDO:0002125
trabectedin,CHEBI:84050,leiomyosarcoma,MONDO:0005058
hydroxyurea,CHEBI:44423,"chronic myelogenous leukemia, BCR-ABL1 positive",MONDO:0011996
trimethoprim,CHEBI:45924,Bacterial urinary infection,UMLS:C0729524
alclometasone dipropionate,CHEBI:31184,Pruritus of genital organs,UMLS:C0033777
thioguanine,CHEBI:9555,acute myeloid leukemia,MONDO:0018874
azatadine,CHEBI:2946,Pruritus,HP:0000989
carisoprodol,CHEBI:3419,Back pain,HP:0003418
sertraline,CHEBI:9123,social phobia,MONDO:0001247
semaxanib,CHEBI:91083,autoimmune thrombocytopenia,MONDO:0019098
clemastine,CHEBI:3738,Pruritus,HP:0000989
betamethasone,CHEBI:3077,tendinitis,MONDO:0004857
magnesium sulfate,PUBCHEM.COMPOUND:24083,mild pre-eclampsia,MONDO:0001072
mithramycin,CHEBI:31856,testicular cancer,MONDO:0005447
mepyramine,CHEBI:6762,seasonal allergic rhinitis,MONDO:0005324
morphine,CHEBI:17303,Pain,HP:0012531
fluticasone,CHEBI:5134,Psoriasis of scalp,UMLS:C0406326
sotagliflozin,CHEBI:229226,type 1 diabetes mellitus,MONDO:0005147
midostaurin,CHEBI:63452,aggressive systemic mastocytosis,MONDO:0020333
ofloxacin,CHEBI:194135,Urinary tract infection caused by Klebsiella,UMLS:C4076057
estradiol valerate,CHEBI:16469,Female hypogonadism,HP:0000134
prednisone,CHEBI:8382,idiopathic acute eosinophilic pneumonia,MONDO:0019122
doxazosin,CHEBI:4708,benign prostatic hyperplasia,MONDO:0010811
mometasone,CHEBI:6970,Pruritus Ani,UMLS:C0033775
potassium iodide,PUBCHEM.COMPOUND:4875,Rhinorrhea,HP:0031417
lixisenatide,CHEBI:85662,type 2 diabetes mellitus,MONDO:0005148
ceftriaxone,CHEBI:29007,bacterial arthritis,MONDO:0004471
mometasone,CHEBI:6970,exanthem,MONDO:0006547
darifenacin,CHEBI:391960,Urge Incontinence,UMLS:C0150045
norfloxacin,CHEBI:100246,peritonitis,MONDO:0004522
cefapirin,CHEBI:554446,Escherichia coli septicemia,UMLS:C0276088
fexofenadine,CHEBI:5050,allergic rhinitis,MONDO:0011786
pentamidine,CHEBI:45081,human African trypanosomiasis,MONDO:0005459
salicylamide,CHEBI:32114,Pain,HP:0012531
aztreonam,CHEBI:94511,endometritis,MONDO:0000918
etodolac,CHEBI:4909,juvenile idiopathic arthritis,MONDO:0011429
minocycline,CHEBI:50694,Chlamydia trachomatis infection of genital structure,UMLS:C1997322
methylprednisolone,CHEBI:6888,adrenocortical insufficiency,MONDO:0000004
alosetron,CHEBI:253342,Irritable bowel syndrome with diarrhea,UMLS:C0348898
methylprednisolone,CHEBI:6888,trichinellosis,MONDO:0019444
fluvastatin,CHEBI:38561,arteriosclerosis disorder,MONDO:0002277
cefoxitin,CHEBI:209807,Proteus urinary tract infection,UMLS:C0577709
ibrutinib,CHEBI:76612,Waldenstrom macroglobulinemia,MONDO:0100280
medroxyprogesterone,CHEBI:6715,Metastatic malignant neoplasm to kidney,UMLS:C0153685
neomycin,CHEBI:7507,Infective blepharitis,UMLS:C0729587
oxytetracycline,CHEBI:133011,pneumonia,MONDO:0005249
haloperidol,CHEBI:5613,Chronic schizophrenia,UMLS:C0221765
tadalafil,CHEBI:71940,pulmonary arterial hypertension,MONDO:0015924
cefpodoxime,CHEBI:3504,Acute exacerbation of chronic bronchitis,UMLS:C0856695
ketorolac,CHEBI:6129,"Postoperative Pain, Acute",UMLS:C2215257
cefapirin,CHEBI:554446,bacterial endocarditis,MONDO:0006669
aztreonam,CHEBI:94511,Proteus urinary tract infection,UMLS:C0577709
cefpodoxime,CHEBI:3504,tonsillitis,MONDO:0001039
amikacin,CHEBI:2637,Neonatal pneumonia,UMLS:C0339968
thiabendazole,CHEBI:45979,trichinellosis,MONDO:0019444
sertraline,CHEBI:9123,obsessive-compulsive disorder,MONDO:0008114
demeclocycline,UNII:5R5W9ICI6O,Haemophilus influenzae otitis media,UMLS:C0276027
dabrafenib,CHEBI:75045,metastatic melanoma,MONDO:0005191
betamethasone,CHEBI:3077,scalp dermatosis,MONDO:0006605
demeclocycline,UNII:5R5W9ICI6O,actinomycosis,MONDO:0005631
cefdinir,CHEBI:3485,Group A Streptococcal Infections,UMLS:C0554628
aspirin,CHEBI:15365,Sinus headache,UMLS:C0037195
caffeine,CHEBI:27732,Spasticity,HP:0001257
minocycline,CHEBI:50694,bronchitis,MONDO:0003781
sulfogaiacol,CHEBI:85537,Rhinorrhea,HP:0031417
methocarbamol,CHEBI:6832,Spasticity,HP:0001257
doxycycline,PUBCHEM.COMPOUND:54671203,acute gonococcal cervicitis,MONDO:0001080
triamcinolone,CHEBI:9667,dermatitis herpetiformis,MONDO:0015614
cefonicid,CHEBI:3491,osteomyelitis,MONDO:0005246
fluocinolone acetonide,CHEBI:5108,Pruritus Ani,UMLS:C0033775
cefotaxime,CHEBI:94427,peritonitis,MONDO:0004522
tacalcitol,CHEBI:32176,Chronic small plaque psoriasis,UMLS:C0406317
perazine,CHEBI:59118,Nausea,HP:0002018
lonidamine,CHEBI:50138,lung cancer,MONDO:0008903
doxazosin,CHEBI:4708,hypertensive disorder,MONDO:0005044
caffeine,CHEBI:27732,Nasal congestion,HP:0001742
acrivastine,CHEBI:83168,Rhinorrhea,HP:0031417
prednisolone,CHEBI:8378,pemphigus,MONDO:0006594
ofloxacin,CHEBI:194135,pneumonia caused by chlamydia,MONDO:0025598
doxycycline,PUBCHEM.COMPOUND:54671203,inclusion conjunctivitis,MONDO:0005808
cyclacillin,CHEBI:31444,bacterial urinary tract infection,MONDO:0005247
linezolid,CHEBI:63607,staphylococcus aureus infection,MONDO:0005545
cefazolin,CHEBI:474053,Recurrent lower respiratory tract infections,HP:0002783
amphotericin B,CHEBI:2682,Abdominal Infection,UMLS:C1112209
cefazolin,CHEBI:474053,cholangitis,MONDO:0004789
cortisol,CHEBI:5783,Psoriasis of scalp,UMLS:C0406326
mezlocillin,CHEBI:6919,Abdominal Infection,UMLS:C1112209
doxycycline,PUBCHEM.COMPOUND:54671203,inhalational anthrax,MONDO:0016595
loratadine,CHEBI:6538,vasomotor rhinitis,MONDO:0006004
echothiophate,CHEBI:4753,open-angle glaucoma,MONDO:0005338
streptomycin,CHEBI:17076,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
spironolactone,CHEBI:9241,hypertensive disorder,MONDO:0005044
zopiclone,CHEBI:32315,insomnia,MONDO:0013600
gatifloxacin,CHEBI:5280,Acute bacterial sinusitis,UMLS:C0275556
prednisolone,CHEBI:8378,non-Hodgkin lymphoma,MONDO:0018908
propranolol,CHEBI:8499,Ulcerated hemangioma,UMLS:C3888500
tafamidis,CHEBI:78538,amyloidosis,MONDO:0019065
magnesium citrate,PUBCHEM.COMPOUND:6099959,Hypocalcemia,HP:0002901
medroxyprogesterone,CHEBI:6715,endometriosis,MONDO:0005133
fluorometholone,CHEBI:31625,atopic conjunctivitis,MONDO:0005642
flurbiprofen,CHEBI:5130,osteoarthritis,MONDO:0005178
furosemide,CHEBI:47426,Acute pulmonary edema,UMLS:C0155919
triamcinolone,CHEBI:9667,Post traumatic osteoarthritis,UMLS:C2894027
nicotinic acid,CHEBI:15940,vitamin deficiency disorder,MONDO:0024298
lotilaner,CHEBI:229657,Demodectic blepharitis,UMLS:C1274557
N-methyl scopolamine,CHEBI:135361,allergic rhinitis,MONDO:0011786
azathioprine,CHEBI:2948,bullous pemphigoid,MONDO:0019082
oxiconazole,CHEBI:7825,dermatophytosis of groin and perianal area,MONDO:0001405
fluorometholone,CHEBI:31625,iritis,MONDO:0006814
cyclophosphamide,CHEBI:4027,AL amyloidosis,MONDO:0019438
D-cycloserine,CHEBI:40009,Acute tuberculosis,UMLS:C0275959
amphotericin B,CHEBI:2682,Zygomycosis,MONDO:0019136
ceftriaxone,CHEBI:29007,Gonorrhea of rectum,UMLS:C0275665
piperacillin,CHEBI:8232,Sepsis caused by Bacteroides,UMLS:C0276064
deferiprone,CHEBI:68554,beta thalassemia,MONDO:0019402
tetracycline,CHEBI:27902,Q fever,MONDO:0019186
nicotinic acid,CHEBI:15940,hyperlipidemia,MONDO:0021187
trovafloxacin,CHEBI:9763,endomyometritis,MONDO:0042451
sirolimus,CHEBI:9168,lung lymphangioleiomyomatosis,MONDO:0006277
ceftriaxone,CHEBI:29007,Recurrent lower respiratory tract infections,HP:0002783
rabeprazole,CHEBI:8768,peptic ulcer disease,MONDO:0004247
dicumarol,CHEBI:4513,intracranial embolism,MONDO:0006809
ceftriaxone,CHEBI:29007,Group A Streptococcal Infections,UMLS:C0554628
cortisol,CHEBI:5783,malignant otitis externa caused by Pseudomonas aeruginosa,MONDO:0041095
gatifloxacin,CHEBI:5280,Urinary tract infection caused by Klebsiella,UMLS:C4076057
ceftizoxime,CHEBI:553473,Acute gonococcal urethritis,UMLS:C0275652
ammonia,CHEBI:16134,keratinization disease,MONDO:0045011
azithromycin,CHEBI:2955,bacterial pneumonia,MONDO:0004652
miconazole,CHEBI:6923,vulvovaginal candidiasis,MONDO:0006014
fluticasone,CHEBI:5134,primary cutaneous T-cell non-Hodgkin lymphoma,MONDO:0000607
moxifloxacin,CHEBI:63611,Acute exacerbation of chronic bronchitis,UMLS:C0856695
drospirenone,CHEBI:50838,Dysmenorrhea,HP:0100607
miconazole,CHEBI:6923,cutaneous candidiasis,MONDO:0000879
dipivefrine,CHEBI:4646,open-angle glaucoma,MONDO:0005338
dibucaine,CHEBI:247956,Pruritus,HP:0000989
cycrimine,CHEBI:59692,Parkinson disease,MONDO:0005180
mometasone,CHEBI:6970,"dermatitis, atopic",MONDO:0011292
dasatinib,CHEBI:49375,Ph-positive acute lymphoblastic leukemia,HP:0004848
oxacillin,CHEBI:7809,Osteomyelitis caused by Staphylococcus aureus,UMLS:C1997728
apremilast,CHEBI:78540,Behçet's disease affecting oral mucosa,UMLS:C1321482
tigecycline,UNII:70JE2N95KR,Abdominal Abscess,UMLS:C0243001
betamethasone,CHEBI:3077,miliary tuberculosis,MONDO:0005848
doxylamine,CHEBI:51380,Nasal congestion,HP:0001742
chloramphenicol,CHEBI:3605,meningococcal meningitis,MONDO:0018059
letrozole,CHEBI:6413,polycystic ovary syndrome,MONDO:0008487
tenofovir disoproxil,CHEBI:63717,HIV infectious disease,MONDO:0005109
oxytetracycline,CHEBI:133011,sinusitis,MONDO:0005961
ethambutol,CHEBI:4877,pulmonary tuberculosis,MONDO:0006052
methylprednisolone,CHEBI:6888,brain edema,MONDO:0006684
dipyridamole,CHEBI:4653,atrial fibrillation,MONDO:0004981
cefuroxime,CHEBI:3515,streptococcal pneumonia,MONDO:0005972
ampicillin,CHEBI:28971,acute epiglottitis,MONDO:0041366
methyltestosterone,CHEBI:27436,Delayed puberty,HP:0000823
ofloxacin,CHEBI:194135,Escherichia coli septicemia,UMLS:C0276088
betamethasone,CHEBI:3077,sarcoidosis,MONDO:0019338
cefiderocol,CHEBI:140376,Urinary tract infection caused by Klebsiella,UMLS:C4076057
paclitaxel,CHEBI:45863,ocular hypertension,MONDO:0006875
cefadroxil,CHEBI:3479,Streptococcal tonsillitis,UMLS:C0275804
levofloxacin,CHEBI:63598,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
prednisolone,CHEBI:8378,exfoliative dermatitis,MONDO:0043233
cefoxitin,CHEBI:209807,Osteomyelitis caused by Staphylococcus aureus,UMLS:C1997728
tetracycline,CHEBI:27902,Gonorrhea of rectum,UMLS:C0275665
disopyramide,CHEBI:4657,Ventricular arrhythmia,HP:0004308
ceftriaxone,CHEBI:29007,Female genital tract infection,UMLS:C1263758
favipiravir,CHEBI:134722,influenza,MONDO:0005812
ranitidine,CHEBI:8776,gastroesophageal reflux disease,MONDO:0007186
amphotericin B,CHEBI:2682,anthrax infection,MONDO:0005119
alectinib,CHEBI:90936,non-small cell lung carcinoma,MONDO:0005233
amoxicillin,CHEBI:2676,Klebsiella pneumonia,MONDO:0030602
clarithromycin,CHEBI:3732,streptococcal pneumonia,MONDO:0005972
ritonavir,CHEBI:45409,HIV infectious disease,MONDO:0005109
esmolol,CHEBI:4856,Supraventricular tachycardia,HP:0004755
